file,line_number,encoded_length,tagged_length,encoded_line,tagged_line
AskAboutStudyHour.csv,656,17,16,សូម សួរ បន្តិច វិទ្យាល័យ/I-ORG សុីអេដីឌី/I-ORG ពេល វេលា សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj វិទ្យាល័យ/noun សុីអេដីឌី/noun ម៉ោង/noun រៀន/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,664,16,17,សូម សួរ បន្តិច វិទ្យាល័យ/I-ORG សុីអេដីឌី/I-ORG ការ សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj វិទ្យាល័យ/noun សុីអេដីឌី/noun ពេល/noun វេលា/noun សិក្សា/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,680,17,16,សូម សួរ បន្តិច សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ពេល វេលា សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj សាលារៀន/verb សុីអេដីឌី/noun ម៉ោង/noun រៀន/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,688,16,17,សូម សួរ បន្តិច សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ការ សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj សាលារៀន/verb សុីអេដីឌី/noun ពេល/noun វេលា/noun សិក្សា/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,696,17,16,សូម សួរ បន្តិច សាកល/B-ORG វិទ្យាល័យ/I-ORG CADT/I-ORG ម៉ោង រៀន របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj សាលារៀន/verb សុីអេដីឌី/noun ការ/noun សិក្សា/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,704,18,17,សូម សួរ បន្តិច សាកល/B-ORG វិទ្យាល័យ/I-ORG CADT/I-ORG ពេល វេលា សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj សាកល/adj វិទ្យាល័យ/noun CADT/noun ម៉ោង/noun រៀន/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
AskAboutStudyHour.csv,712,17,18,សូម សួរ បន្តិច សាកល/B-ORG វិទ្យាល័យ/I-ORG CADT/I-ORG ការ សិក្សា របស់ សិស្សានុសិស្ស នៅ ទី នោះ រៀន ថេរ វេលា ប៉ុន្មាន,សូម/verb សួរ/verb បន្តិច/adj សាកល/adj វិទ្យាល័យ/noun CADT/noun ពេល/noun វេលា/noun សិក្សា/verb របស់/adp សិស្ស/noun នៅ/adp ទី/noun នោះ/det រៀនរយះ/verb ពេល/noun ប៉ុន្មាន/adv ម៉ោង/noun
FindClubRoom.csv,1,10,11,Mediaclub ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,Mediaclub/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,4,12,13,ក្លិប កីឡា អេឡិចត្រូនិច ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun កីឡា/noun អេឡិចត្រូនិច/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,7,11,12,ក្លិប តៃវ៉ានដូ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun តៃវ៉ានដូ/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,10,12,13,ក្លិប បាល់ បោះ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun បាល់/noun បោះ/verb ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,13,12,13,ក្លិប សរសេរ កូដ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun សរសេរ/verb កូដ/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,16,12,13,ក្លិប បាល់់ ទាត់ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun បាល់់/noun ទាត់/verb ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,19,12,13,ក្លិប ថត រូប ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ក្លិប/noun ថត/verb រូប/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,22,14,15,ខ្ញុំ ចង់ ដឹង ពី Mediaclub ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp Mediaclub/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,25,16,17,ខ្ញុំ ចង់ ដឹង ពី ក្លិប កីឡា អេឡិចត្រូនិច ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun កីឡា/noun អេឡិចត្រូនិច/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,28,15,16,ខ្ញុំ ចង់ ដឹង ពី ក្លិប តៃវ៉ានដូ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun តៃវ៉ានដូ/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,31,16,17,ខ្ញុំ ចង់ ដឹង ពី ក្លិប បាល់ បោះ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun បាល់/noun បោះ/verb ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,34,16,17,ខ្ញុំ ចង់ ដឹង ពី ក្លិប សរសេរ កូដ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun សរសេរ/verb កូដ/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,37,16,17,ខ្ញុំ ចង់ ដឹង ពី ក្លិប បាល់់ ទាត់ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun បាល់់/noun ទាត់/verb ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,40,16,17,ខ្ញុំ ចង់ ដឹង ពី ក្លិប ថត រូប ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ពី/adp ក្លិប/noun ថត/verb រូប/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,43,16,17,អ្នក អាច ប្រាប់ បាន ទេ ថា Mediaclub ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj Mediaclub/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,46,18,19,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប កីឡា អេឡិចត្រូនិច ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun កីឡា/noun អេឡិចត្រូនិច/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,49,17,18,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប តៃវ៉ានដូ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun តៃវ៉ានដូ/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,52,18,19,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប បាល់ បោះ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun បាល់/noun បោះ/verb ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,55,18,19,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប សរសេរ កូដ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun សរសេរ/verb កូដ/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,58,18,19,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប បាល់់ ទាត់ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun បាល់់/noun ទាត់/verb ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,61,18,19,អ្នក អាច ប្រាប់ បាន ទេ ថា ក្លិប ថត រូប ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,អ្នក/pron អាច/verb ប្រាប់/verb បាន/verb ទេ/prt ថា/conj ក្លិប/noun ថត/verb រូប/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,64,12,13,បន្ទប់ របស់ Mediaclub ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp Mediaclub/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,67,14,15,បន្ទប់ របស់ ក្លិប កីឡា អេឡិចត្រូនិច ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun កីឡា/noun អេឡិចត្រូនិច/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,70,13,14,បន្ទប់ របស់ ក្លិប តៃវ៉ានដូ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun តៃវ៉ានដូ/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,73,14,15,បន្ទប់ របស់ ក្លិប បាល់ បោះ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun បាល់/noun បោះ/verb ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,76,14,15,បន្ទប់ របស់ ក្លិប សរសេរ កូដ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun សរសេរ/verb កូដ/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,79,14,15,បន្ទប់ របស់ ក្លិប បាល់់ ទាត់ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun បាល់់/noun ទាត់/verb ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,82,14,15,បន្ទប់ របស់ ក្លិប ថត រូប ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,បន្ទប់/noun របស់/adp ក្លិប/noun ថត/verb រូប/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,88,15,16,ខ្ញុំ ចង់ រក ក្លិប កីឡា អេឡិចត្រូនិច ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/noun កីឡា/noun អេឡិចត្រូនិច/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,91,14,15,ខ្ញុំ ចង់ រក ក្លិប តៃវ៉ានដូ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/noun តៃវ៉ានដូ/noun ស្ថិត/verb នៅ/verb ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,94,15,16,ខ្ញុំ ចង់ រក ក្លិប បាល់ បោះ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/noun បាល់/noun បោះ/verb ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,97,15,16,ខ្ញុំ ចង់ រក ក្លិប សរសេរ កូដ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/verb សរសេរ/verb កូដ/noun ស្ថិត/verb នៅ/adp ត្រង់/verb កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,100,15,16,ខ្ញុំ ចង់ រក ក្លិប បាល់់ ទាត់ ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/noun បាល់់/noun ទាត់/verb ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindClubRoom.csv,103,15,16,ខ្ញុំ ចង់ រក ក្លិប ថត រូប ស្ថិត នៅ ត្រង់ កន្លែង ណា នៃ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG នេះ,ខ្ញុំ/pron ចង់/verb រក/verb ក្លិប/noun ថត/verb រូប/noun ស្ថិត/verb នៅ/adp ត្រង់/adp កន្លែង/noun ណា/noun នៃ/adp សាលារៀន/noun  សុីអេដីឌី/noun នេះ/det
FindTNInfo.csv,50,5,6,តើ TN/B-MAJORរៀន ពី អ្វី ទៅ,តើ/prt TN/noun រៀន/verb ពី/adp អ្វី/noun ទៅ/adp
FindTNInfo.csv,130,9,10,តើ ប្រាប់ បាន ទេ ថា TN/B-MAJORរៀន ពី អ្វី ទៅ,តើ/prt ប្រាប់/verb បាន/verb ទេ/prt ថា/conj TN/noun រៀន/verb ពី/adp អ្វី/noun ទៅ/adp
FindTNInfo.csv,241,11,9,តើ អាច ប្រាប់ ខ្ញុំ បាន ទេ ថា តេអិន/B-MAJOR សិក្សា អ្វី ខ្លះ,តើ/prt អាច/verb ប្រាប់/verb ខ្ញុំ/pron បាន/verb ទេ/prt ថាតេអិនសិក្សា/conj អ្វី/noun ខ្លះ/adj
FindTotalStudents.csv,166,11,10,តើ សាលា/B-ORG សុីអេឌុីធី/I-ORG Jojo/B-PER ដឹង ទេ ថា មាន និស្សិត ប៉ុន្មាន ?,តើ/prt សាលា/noun សុីអេឌុីធី/noun Jojoដឹង/noun ទេ/prt ថា/conj មាន/verb និស្សិត/noun ប៉ុន្មាន/adv ?/punct
FindTotalStudents.csv,168,11,10,តើ សាលា/B-ORG សុីអេឌុីធី/I-ORG Jojo/B-PER ដឹង ទេ ថា មាន student ប៉ុន្មាន ?,តើ/prt សាលា/noun សុីអេឌុីធី/noun Jojoដឹង/noun ទេ/prt ថា/conj មាន/verb student/noun ប៉ុន្មាន/adv ?/punct
IsCanteenExist.csv,8,9,12,នៅ មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,នៅ/verb មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,27,11,14,នៅ មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,នៅ/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,28,11,14,នៅ មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,នៅ/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,38,11,14,នៅ មាន កន្លែង ញុំ អាហារ នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,នៅ/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,48,9,12,នៅ មាន កុងទីន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,នៅ/verb មាន/verb កុងទីន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,58,9,12,នៅ មាន កុងទីន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,នៅ/verb មាន/verb កុងទីន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,67,10,13,ពិត ជា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,68,10,13,ពិត ជា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,78,10,13,ពិត ជា មាន អាហាររដ្ឋាន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb អាហាររដ្ឋាន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,87,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ឬ ក៏ អត់,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ឬ/conj ក៏/conj អត់/prt
IsCanteenExist.csv,88,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,98,12,15,ពិត ជា មាន កន្លែង ញុំ អាហារ នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កន្លែង/noun ញុំ/verb អាហារ/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,108,10,13,ពិត ជា មាន កុងទីន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កុងទីន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,118,10,13,ពិត ជា មាន កុងទីន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ពិត/adj ជា/verb មាន/verb កុងទីន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,128,12,15,ខ្ញុំ ចង់ ដឹង ថា មាន អាហាររដ្ឋាន របស់ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb អាហាររដ្ឋាន/noun របស់/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
IsCanteenExist.csv,138,12,15,ខ្ញុំ ចង់ ដឹង ថា មាន អាហាររដ្ឋាន នៅ សាលារៀន/B-ORG សុីអេដីឌី/I-ORG ដែល ឬ ទេ,ខ្ញុំ/pron ចង់/verb ដឹង/verb ថា/conj មាន/verb អាហាររដ្ឋាន/noun នៅ/adp សាលា/noun រៀន/verb សុី/noun អេ/noun ដីឌី/noun ដែល/noun ឬ/conj ទេ/prt
